fraudulent_name,real_name,label,max_similarity,predicted_label,error_type
𝗕𝜊𝑠𝜏ంn M𝖆𝗿𝕜e𝒕,Boston Market,1,0.8959413,0,false_negative
M𝒂gᎥ𝗰 ᗰa𝘳ker,Magic Marker,1,0.9039274,0,false_negative
𝑃𝑰a𝘺𝖇οү,Playboy,1,0.9014084,0,false_negative
𝑯Ƨ,H2,1,0.8647387,0,false_negative
𝖩௦𝔠𝕜𝑒𝜸,Jockey,1,0.9000698,0,false_negative
𝗟ᴜcкy 𝐶𝕙a𝕣𝕞𝕤,Lucky Charms,1,0.86626774,0,false_negative
Sydney Water,Shivam Technologies,0,0.9241487,1,false_positive
𝙅a𝐜uzz𝚒,Jacuzzi,1,0.88762057,0,false_negative
WestJet,Jacuzzi,0,0.91427475,1,false_positive
Cochlear Limited,Fridgidaire,0,0.9292728,1,false_positive
𝗔𝒅e𝓬c൦,Adecco,1,0.87860763,0,false_negative
Swedish Fish,DreamWorks,0,0.916847,1,false_positive
ℐ 𝐋o𝘃ℯ ℬi𝔰𝒸𝓊𝚒𝖙𝑠,I Love Biscuits,1,0.8783262,0,false_negative
King Snedley's Beer,I Love Biscuits,0,0.9171442,1,false_positive
𝘼sus,Asus,1,0.9040172,0,false_negative
𝑨𝘂st𝔢rе٥ Rаd𝐢o N𝐞𝘁w𝝄r𝚔,Austereo Radio Network,1,0.9061344,0,false_negative
𝐀𝕸P 𝗟im𝓲ted,AMP Limited,1,0.88671005,0,false_negative
Breville,New Balance,0,0.9223,1,false_positive
𝑵ew Wo𝓻𝕀d,New World,1,0.8756733,0,false_negative
Siemens,Hummer,0,0.9161315,1,false_positive
𝘓ɑ𝓭𝘺 𝖲𝓹ⅇ𝗲𝕕 𝖲𝘵𝓲𝚌ᴋ,Lady Speed Stick,1,0.9103719,0,false_negative
𝔇𝑢𝓼𝑡𝕭u𝑠𝘁er,DustBuster,1,0.89131033,0,false_negative
Nexen,Panadol,0,0.9150046,1,false_positive
𝗦𝖍𝔢𝒓𝝰𝖙𝘰𝛡,Sheraton,1,0.89201,0,false_negative
𝐺oǀⅆ𝖾𝚗 𝘎𝓇𝛼ℎ𝑎m𝑠,Golden Grahams,1,0.9060775,0,false_negative
Sony,Ensure,0,0.91405773,1,false_positive
𝒮oߊ𝛼𝓻⍺,Solara,1,0.9000819,0,false_negative
𝔐𝘆℮𝕣,Myer,1,0.9021336,0,false_negative
𝙾𝗋౦𝑐ဝbᴦе,Orocobre,1,0.9066041,0,false_negative
ꓠ𝘂𝐫𝛔f𝔢𝝿,Nurofen,1,0.90926343,0,false_negative
𝛵𝜄𝒶 Ꮪ𝙪p𝕖𝓇𝒎𝐞г𝑐a𝙙os,Tia Supermercados,1,0.90937966,0,false_negative
ℜaymonds,Raymonds,1,0.9061338,0,false_negative
30߀,300,1,0.8534496,0,false_negative
Princess Cruises,Fleet Farm,0,0.9109319,1,false_positive
𝘟ｃℯ𝙸 𝘌п𝖾𝘳𝕘γ,Xcel Energy,1,0.89712524,0,false_negative
DYMO,Bunnings,0,0.91292983,1,false_positive
United Parcel Service,Lindt,0,0.9114176,1,false_positive
Best Western,Frucor,0,0.9200908,1,false_positive
𝕱𝗶𝙨𝗰h𝔢𝓇,Fischer,1,0.9078745,0,false_negative
Velcro,PUMA,0,0.91195345,1,false_positive
Dolby Surround,Quattro,0,0.9209361,1,false_positive
T-Mobile,Thermos,0,0.91843665,1,false_positive
𝑩us𝒉,Bush,1,0.8781251,0,false_negative
WebJect Linhas AÃ©read,Gueuze,0,0.9162661,1,false_positive
ꓑ𝝈𝕣𝝉𝖆 𝙋ം𝗍𝛕ı,Porta Potti,1,0.90876156,0,false_negative
Stella Artois,RingkÃ¸bing Landbobank,0,0.9166466,1,false_positive
𝐸v௦𝖗a,Evora,1,0.91063803,0,false_negative
𝒜ɩ𝐫 𝖩٥𝙧𝕕𝑎𝝿,Air Jordan,1,0.8971642,0,false_negative
Lancer,Air Jordan,0,0.92022353,1,false_positive
SA𝙾,SAO,1,0.89215606,0,false_negative
𝘿aK𝑖n𝒆,DaKine,1,0.87726575,0,false_negative
Sligro,Magazine LuÃ­za,0,0.9216667,1,false_positive
ℬ𝖾𝙖𝙣𝐢𝗲 𝓑𝜶𝔟𝝸𝖊𝓈,Beanie Babies,1,0.895649,0,false_negative
Air Jordan,Beanie Babies,0,0.9268671,1,false_positive
Reebok,Singapore Airlines,0,0.9111825,1,false_positive
𝔚𝘦𝐛Ꮇⅅ,WebMD,1,0.89892423,0,false_negative
𝑴ortein,Mortein,1,0.89520407,0,false_negative
𝕀𝐾𝐄A,IKEA,1,0.8968052,0,false_negative
Tegel Foods,IKEA,0,0.9159709,1,false_positive
Champion,Old Style Pilsner,0,0.9156751,1,false_positive
𝗔ccor𝔡,Accord,1,0.8875625,0,false_negative
𝓜𝔢𝞃𝒸a𝓈𝒉,Metcash,1,0.9029464,0,false_negative
𝖲ʋ𝕡𝓮𝚛 B𝛔𝔀𝙄,Super Bowl,1,0.9077863,0,false_negative
York,Baron Otard Cognacs,0,0.91749024,1,false_positive
𝗖aｐ𝑟i 𝚂un,Capri Sun,1,0.87570673,0,false_negative
𝙀𝛪𝕚 Ⅼ𝗶lｌү,Eli Lilly,1,0.88436854,0,false_negative
𝐽𝙪ᴠ𝖊ո𝘁us,Juventus,1,0.8725264,0,false_negative
Daffy Duck,Tupperware,0,0.9127167,1,false_positive
𝑮odiva,Godiva,1,0.867202,0,false_negative
𝑆𝛕𝜶𝔫ᴡ℮Ⅰⅼ Ⲥ𝑜r𝓅𝞼𝒓a𝙩ｉ𝝈п,Stanwell Corporation,1,0.90806484,0,false_negative
Mercedez-Benz,Rubbermaid,0,0.9190113,1,false_positive
Meteor,BlackBerry,0,0.91955996,1,false_positive
𝔇𝛊ɑ𝛒𝚎r 𝐆ⅇռͺ𝒆,Diaper Genie,1,0.90845,0,false_negative
𝘗𝔞𝚌ɪ𝔣𝜾𝘤 𝐶൦𝔣ք𝓮𝔢 Ｃ𝝈𝕞𝟈𝙖𝛑𝒚,Pacific Coffee Company,1,0.89268523,0,false_negative
Juicy Fruit,J.C. Penney,0,0.9226377,1,false_positive
ᕼeᴨ𝞹𝗲s,Hennes,1,0.9084192,0,false_negative
Banana Republic,Henry Jones IXL,0,0.9284382,1,false_positive
Ergon S.A.,Celebrity Cruises,0,0.917623,1,false_positive
𝚆C ꓢᗅ,WC SA,1,0.8915842,0,false_negative
Welch's,WC SA,0,0.921472,1,false_positive
Marlboro,Oland Export Ale,0,0.9196558,1,false_positive
Playtex,Lancome,0,0.9113134,1,false_positive
𝓚℮ｅbl𝚎𝒓,Keebler,1,0.9032721,0,false_negative
U𝐏𝐒,UPS,1,0.8579795,0,false_negative
Crest,GAS,0,0.9202341,1,false_positive
Rockport,Ben & Jerry's,0,0.9166908,1,false_positive
𝖬𝝰r𝘪𝖓𝔢𝓻,Mariner,1,0.9020169,0,false_negative
NFL,Ashley Furniture,0,0.91863424,1,false_positive
𝑲arం,Karo,1,0.9031191,0,false_negative
𝕷𝞪ռ𝖾Ã­𝗀𝖊,LaneÃ­ge,1,0.8902998,0,false_negative
Max Factor,LaneÃ­ge,0,0.91167957,1,false_positive
𝔐ℴ੦𝚜𝖾𝔥𝕖аԁ 𝑩𝘳еw𝙚rʏ,Moosehead Brewery,1,0.8982323,0,false_negative
Name DNA Validation,Zodac,0,0.9411329,1,false_positive
𝗗е𝞺၀,Depo,1,0.8174296,0,false_negative
𝜢𝞑𝓞,HBO,1,0.8906269,0,false_negative
𝕯օ𝒅𝗀𝕖,Dodge,1,0.84618366,0,false_negative
O boticÃ¡rio,Banana Republic,0,0.9432342,1,false_positive
𝗟𝝾|𝑰ყ 𝙂σ𝙗𝔟ǀ𝖊 Ᏼ𝙸ⅈ𝒔𝒔 𝐵𝑜𝓶Ꮟ𝑠,Lolly Gobble Bliss Bombs,1,0.9062107,0,false_negative
ꓗ𝔴⍺Ｉι𝔱ყ,Kwality,1,0.8919127,0,false_negative
Blog,Cheez-It,0,0.9140916,1,false_positive
Captain Morgan,R. M. Williams,0,0.91740036,1,false_positive
𝒟ⅰG𝖎,DiGi,1,0.8877651,0,false_negative
Franck Muller,Telekom Austria,0,0.9261356,1,false_positive
Fanta,Group Sense PDA,0,0.9178587,1,false_positive
Dragon Bleu,Amazon.com,0,0.9138651,1,false_positive
M𝕪 𝙇𝚒t𝛕𝑰e Pℴ𝝅𝕪,My Little Pony,1,0.8940234,0,false_negative
ଠꜱ𝐜𝗮𝚛 𝖬𝖆𝗒𝔢𝑟,Oscar Mayer,1,0.8794389,0,false_negative
Sportmart,S. Pellegrino,0,0.91272295,1,false_positive
TraveLodge,YouTube,0,0.92121524,1,false_positive
La Chouffe,Oreck,0,0.9159184,1,false_positive
Paper Mate,Publix,0,0.91166055,1,false_positive
𝑫ℋᒪ,DHL,1,0.88984317,0,false_negative
Four Loko,Tagline Development,0,0.92782354,1,false_positive
𝕾𝙬e𝙙𝔟ɑ𝞏𝘬,Swedbank,1,0.90950954,0,false_negative
𝐁٥ha𝔢,Bohae,1,0.89280534,0,false_negative
𝔙⍺Ⅰｅ,Vale,1,0.896194,0,false_negative
𝘖𝙸𝗱 𝙀I 𝙿α𝒔ဝ,Old El Paso,1,0.89185685,0,false_negative
𝓢ߊ𝗶m𝙵a𝙨𝓉,SlimFast,1,0.9083916,0,false_negative
𝞠𝗲𝔱ᴄס,Petco,1,0.9026261,0,false_negative
𝕯𝞾Pᴏո𝖙,DuPont,1,0.85739374,0,false_negative
Nike,Polo Ralph Lauren,0,0.9220326,1,false_positive
𝗛uⵏ𝐚-𝙃𝐨𝐨𝗉,Hula-Hoop,1,0.89000857,0,false_negative
𝙎ꓝ ꓐ𝘭О,SF BIO,1,0.8906521,0,false_negative
𝓗𝗼𝝕ⅇʏ𝘸𝔢𝟏Ｉ,Honeywell,1,0.90135074,0,false_negative
BʋᖯƄ𝙸℮ 𝘖´ Bӏ𝚰𝘐,Bubble O' Bill,1,0.8586788,0,false_negative
𝙰viv𝒶,Aviva,1,0.83651876,0,false_negative
⋿s𝖈𝔞𝐩𝒆,Escape,1,0.8931581,0,false_negative
𝗣wC,PwC,1,0.9087347,0,false_negative
Old Milwaukee,A1 Steak Sauce,0,0.93881804,1,false_positive
Jared Galleria,UGG,0,0.9266375,1,false_positive
𝗖аꓒ℮𝛑𝖈𝕖 𝗖𝖺𝝔𝒾𝚝𝒂𝟷 𝕷𝜄𝗺𝕚т𝚎ꓒ,Cadence Capital Limited,1,0.8720087,0,false_negative
Emu Brewery,Amoy Food,0,0.913807,1,false_positive
Ꭺյ𝚤𝔰e𝔫 𝑹а𝔪℮𝝕,Ajisen Ramen,1,0.89412636,0,false_negative
Antarctica,Ultrapar,0,0.91983676,1,false_positive
𝒦𝜄𝖘𝙨αп,Kissan,1,0.84239095,0,false_negative
Cater𝛒iⅠlar,Caterpillar,1,0.9039301,0,false_negative
Air Jordan,Carte Noire,0,0.9283494,1,false_positive
Taglines and Slogans,5-Hour Energy,0,0.9331739,1,false_positive
American Airlines,Alkane Exploration,0,0.92276275,1,false_positive
Second Cup,CafÃ© de Colombia,0,0.94143754,1,false_positive
𝑫e𝓷𝓷y＇𝓈,Denny's,1,0.8580262,0,false_negative
𝐁𝘭𝗖,BIC,1,0.8967964,0,false_negative
Sara Lee,Leonida,0,0.9140562,1,false_positive
Ꭲ𝗵𝖾 𝕾𝝉⍺r,The Star,1,0.90989935,0,false_negative
𝕿𝐫𝝄ρ𝑖𝔠aℼ𝚊,Tropicana,1,0.9061947,0,false_negative
𝐇𝖾￨ߊ ℙι𝐳𝖟a,Hell Pizza,1,0.87147176,0,false_negative
Courtyard by Marriott,Naming Articles,0,0.9190795,1,false_positive
𝘾σ𝔯o𝝿a,Corona,1,0.86841935,0,false_negative
Boral Limited,Paper Mate,0,0.927706,1,false_positive
𝐃awn,Dawn,1,0.8787156,0,false_negative
𝐶ℯℑes𝓬,Celesc,1,0.8865005,0,false_negative
𝖢em˛𝙜,Cemig,1,0.9098159,0,false_negative
J𝒱𝑪,JVC,1,0.9063506,0,false_negative
𝕄e𝔳ƍ𝐚𝑰,Mevgal,1,0.8748513,0,false_negative
𝕬ѵi𝔰,Avis,1,0.8950928,0,false_negative
𝐵a𝒏ϲ𝛐 Ⲣоⲣu𝟏𝗮ⲅ,Banco Popular,1,0.8569319,0,false_negative
Nixon Watches,Movicom,0,0.9152584,1,false_positive
𝒫ℐaռ𝒏ｅd 𝓟arent𝘩𝝄𝗼ꓒ,Planned Parenthood,1,0.9043303,0,false_negative
𝐷𝖔𝗿𝒊𝑡ｏ𝔰,Doritos,1,0.8942746,0,false_negative
DenTek,Crown Royal,0,0.91487455,1,false_positive
𝙼𝚊𝙜𝓃a Ⅰnt𝔢𝔯𝕟атι𝞸𝘯𝓪𝐼,Magna International,1,0.90927446,0,false_negative
ℙerfect 1੪6𝟦,Perfect 1864,1,0.89452684,0,false_negative
𝐂૦𝗼𝐈𝞀i╳,Coolpix,1,0.8898833,0,false_negative
AꓠϹ𝘈,ANCA,1,0.8602725,0,false_negative
Reebok,Quantic Dream,0,0.918697,1,false_positive
𝐃ou𝘣𝐼e𝗍ree,Doubletree,1,0.90454525,0,false_negative
Ϲℎӏ𝘯𝚊 ᗰ𝖔𝑏ͺ𝕴𝕖,China Mobile,1,0.88148093,0,false_negative
𝓣𝞪𝗹i𝘴𝓶𝖆n En𝙚𝓇𝑔y,Talisman Energy,1,0.87964916,0,false_negative
𝙲ɪſ,Cif,1,0.889073,0,false_negative
Mini Cooper,Teflon,0,0.9131594,1,false_positive
𝕱r𝞪𝘯𝒄ĸ M𝐮l|𝔢𝗿,Franck Muller,1,0.9035071,0,false_negative
Tilex,Language History,0,0.9175855,1,false_positive
Hobby Lobby,Air France,0,0.9234139,1,false_positive
AAA 01 Center WS,Track7,0,0.93342745,1,false_positive
Empire State Building,TracFone,0,0.91904545,1,false_positive
Dettol,Leffe,0,0.91986907,1,false_positive
𝜢S𝙱C,HSBC,1,0.882027,0,false_negative
𝐏𝝾𝓂𝞀𝘂ⅰ,Pompui,1,0.9088155,0,false_negative
Vale,Fila,0,0.9158623,1,false_positive
𝓡०𝐦⍺,Roma,1,0.8953984,0,false_negative
Hoegaarden,Imodium,0,0.9160255,1,false_positive
𝞐І𝜾𝘣𝘢Ƅα,Alibaba,1,0.89972246,0,false_negative
Crate & Barrel,Schincoariol,0,0.92663157,1,false_positive
Pams,Advair,0,0.92699116,1,false_positive
𝕍a𝖘elin𝔢,Vaseline,1,0.9078158,0,false_negative
Pepsodent,Vaseline,0,0.92551357,1,false_positive
𝚩𝒓𝛂𝙨𝐢ℑ 𝝩𝙚ⅼ𝙚𝒸𝝄rn,Brasil Telecom,1,0.8950809,0,false_negative
ℋ𝗮ribо,Haribo,1,0.8745684,0,false_negative
Pond's,Latex Gloves,0,0.9190095,1,false_positive
P𝕌ꓣ,PUR,1,0.9060978,0,false_negative
𝓒ꝸА,C&A,1,0.8815284,0,false_negative
𝙲𝛔𝚜𝙩𝐜ಂ,Costco,1,0.9052264,0,false_negative
Maalox,Pirelli,0,0.911787,1,false_positive
𝘞e𝓁|𝕤 Ϝ𝙖rᶃ੦,Wells Fargo,1,0.8844367,0,false_negative
ℂh𝔦𝛑a С𝞼ᴨ𝙨𝒕ⲅ𝑢c𝞃ion 𝘽𝑎nk,China Construction Bank,1,0.90488243,0,false_negative
BNP Paribas,JÃ¤germeister,0,0.9279406,1,false_positive
𝐈Ｏ𝘖 𝐆𝐫𝓪𝞹𝖉,100 Grand,1,0.8725061,0,false_negative
PeoplePC,Boppy,0,0.9244372,1,false_positive
Alsa,Alcan,0,0.9251008,1,false_positive
𝑇𝚌hiᖯo,Tchibo,1,0.9060845,0,false_negative
𝓗e𝔫𝜅𝖾𝙄,Henkel,1,0.90556663,0,false_negative
𝑯a𝚑n Br𝔢𝘸еry,Hahn Brewery,1,0.87806743,0,false_negative
ℬ𝒐𝑢𝒄Ꮒ𝕖𝕣𝛐𝔫,Boucheron,1,0.90710574,0,false_negative
𝐺o౦d 𝝜𝜊𝞾𝓈𝕖𝒌𝚎𝗲pi𝔫𝗀,Good Housekeeping,1,0.87869024,0,false_negative
𝕲oгｅ˗𝑻℮𝐱,Gore-Tex,1,0.9084041,0,false_negative
𝐖B,WB,1,0.89778507,0,false_negative
𝐵𝑖𝐬s𝐞l𝖨,Bissell,1,0.90576756,0,false_negative
Manwich,Bissell,0,0.91412705,1,false_positive
Schincoariol,Silverton Rail,0,0.93730164,1,false_positive
Water Mission,Swanndri,0,0.92706335,1,false_positive
𝓐𝛖𝔰𝗍r⍺𝙄𝛊𝓪𝐧 𝒜ɪ𝙧 𝗘x𝓹r𝖾𝖘s,Australian Air Express,1,0.9000245,0,false_negative
Papa John's,Ocean Pacific,0,0.91217065,1,false_positive
𝔻ι𝓮t 𝗖𝑜𝚔ⅇ,Diet Coke,1,0.8941854,0,false_negative
Six Apart,Westfield Group,0,0.9139883,1,false_positive
𝘔𝐞ᴦ𝕔a𝙙ංπа,Mercadona,1,0.8907791,0,false_negative
C𝕒ra∨𝚊ᴨ,Caravan,1,0.8976276,0,false_negative
Ꮮ𝜾fe 𝕾𝜶𝕧er𝗌,Life Savers,1,0.8991846,0,false_negative
Centrale Latte Roma,Sedona,0,0.91354847,1,false_positive
𝑆y𝟉𝗇eх,Synnex,1,0.90495634,0,false_negative
John Lewis,JBS S.A.,0,0.93275505,1,false_positive
KahlÃºa,Kia,0,0.934512,1,false_positive
Ray-Ban,Pokemon,0,0.9170593,1,false_positive
𝓜o𝐛i￨ϰ𝒐m Austr𝔦𝐚,Mobilkom Austria,1,0.9052706,0,false_negative
𝘾𝒉𝒶𝑛ƍy𝜐,Changyu,1,0.91008496,0,false_negative
Mitre 10,Office Max,0,0.93119687,1,false_positive
XᎥ𝑰eոc𝚎,Xilence,1,0.8873979,0,false_negative
𝘼𝑚𝓫𝑎𝒏𝓀,Ambank,1,0.88073444,0,false_negative
Language History,Grupo Folha,0,0.926996,1,false_positive
PlaySkool,Kingfisher,0,0.9358927,1,false_positive
Maytag,Equinox,0,0.92111856,1,false_positive
Virgin Atlantic,Maytag,0,0.91850996,1,false_positive
Rawlings,Juicy Couture,0,0.9286066,1,false_positive
𝔅a𝒌𝘦𝓇 ℌ𝕦𝗴ｈ𝑒𝚜,Baker Hughes,1,0.8750933,0,false_negative
𝔅ⲅ𝗼tһ𝔢ᴦ,Brother,1,0.9055666,0,false_negative
Givenchy,Evenflo,0,0.9377196,1,false_positive
Samby,Celebrex,0,0.9196417,1,false_positive
U𝐧⍳vers𝒾ty Ga𝓶es,University Games,1,0.9031852,0,false_negative
𝞖oߊｓ𝓉𝖊n,Holsten,1,0.8592261,0,false_negative
𝙺G𝞘,KGI,1,0.83878684,0,false_negative
𝕎i𝘀e𝑷٥𝚠e𝒓,WisePower,1,0.8973483,0,false_negative
𝝜o𝕴ly𝓼 Cംffee,Hollys Coffee,1,0.891289,0,false_negative
𝗖𝐏𝟣С,CPIC,1,0.8660807,0,false_negative
𝐕𝐮𝕖,Vue,1,0.899173,0,false_negative
LensCrafters,Walgreens,0,0.9209921,1,false_positive
Cacharel,The Oriental Bangkok,0,0.93332213,1,false_positive
𝓟𝖎𝐳𝚣ɑ Rം𝚰𝐥ƽ,Pizza Rolls,1,0.85879874,0,false_negative
Q-tips,Zales Jewelry,0,0.9189212,1,false_positive
WorleyParsons,Swan Brewery,0,0.9348887,1,false_positive
ℒ𝐚𝚖𝚋ӏ𝒄,Lambic,1,0.9026211,0,false_negative
Sam's Club,Mazda,0,0.91310287,1,false_positive
𝕾𝙝𝚎rן𝝈c𝞳 𝕳𝞼ן𝓂𝙚𝔰,Sherlock Holmes,1,0.90957886,0,false_negative
Air New Zealand,Carling Black Label,0,0.9268954,1,false_positive
Hummer,U.S. Air Force,0,0.93559045,1,false_positive
Ⲥɑ𝑛𝜶ԁ𝗂𝒂𝘯 Ν𝑎ᴛ𝘂𝗿𝔞𝕀 ℜ𝕖𝔰𝞸𝓾𝔯𝚌𝖊𝓼,Canadian Natural Resources,1,0.90733445,0,false_negative
𝙋аtr౦n,Patron,1,0.90872777,0,false_negative
𝑃𝒞ௐ𝗪,PCCW,1,0.8711339,0,false_negative
𝖧a𝐬𝓫ro,Hasbro,1,0.9029037,0,false_negative
Aunt Jemima,Preparation H,0,0.932683,1,false_positive
Tunԁ𝚛a,Tundra,1,0.9018308,0,false_negative
𝑯&𝝡,H&M,1,0.8730457,0,false_negative
AGL Energy,Cargill,0,0.92895436,1,false_positive
Florida Orange Juice,Forbes,0,0.9129918,1,false_positive
𝕌𝝿˛𝜏𝖾𝖉 𝙿ɑ𝘳𝙘𝚎I Ѕ𝔢𝕣⋁𝘪𝙘𝚎,United Parcel Service,1,0.9103045,0,false_negative
𝗔ⅼ𝔞𝓂o𝗌,Alamos,1,0.8805554,0,false_negative
Hotels.com,Naming Resources,0,0.91664225,1,false_positive
Chevron,Crumpler,0,0.93641996,1,false_positive
M𝑬𝐶𝑊𝓐,MECWA,1,0.88763607,0,false_negative
𝔖𝖆ｖе˗𝞞𝟉‒ᖴoဝ𝓭𝒔,Save-On-Foods,1,0.89470696,0,false_negative
𝑾𝖍𝞪t–ｃℎ⍺﹘𝚖𝖆﹘𝚌аℓ𝓁-⍳𝜏,What-cha-ma-call-it,1,0.91025907,0,false_negative
𝓕𝑎ꜱ𝒉ι𝞼𝞹 T𝙑,Fashion TV,1,0.89454293,0,false_negative
𝓟ⅇ𝒶𝗋𝟷,Pearl,1,0.89834344,0,false_negative
𝑆В𝓣,SBT,1,0.9083087,0,false_negative
S𝗍eℯl ℛes𝐞𝑟v𝚎,Steel Reserve,1,0.90713894,0,false_negative
𝒟𝗈𝚌kⅇ𝐫𝓼,Dockers,1,0.89995795,0,false_negative
D𝛼ⲅ𝗿𝑒𝙄Ⲓ Ⳑ𝙚𝕒,Darrell Lea,1,0.8997267,0,false_negative
Aerolineas Argentinas,Choclitos,0,0.9126886,1,false_positive
Motel 6,Jelly Belly,0,0.94128734,1,false_positive
ᑭ𝒍𝕻E 𝚴et𝖜𝓸𝗋kꜱ,PIPE Networks,1,0.90157187,0,false_negative
L𝗮𝒗𝘈z𝐳𝗮,LavAzza,1,0.90379685,0,false_negative
𝗟𝜄𝚎𝘣𝐡𝚎𝑟𝖗,Liebherr,1,0.8972668,0,false_negative
Element Skateboards,QMI Solutions Limited,0,0.91726315,1,false_positive
Haribo,Haier,0,0.9214198,1,false_positive
𝐒on𝔶,Sony,1,0.8953581,0,false_negative
Star Wars,Sony,0,0.9206227,1,false_positive
Mazda,Boeing,0,0.9296592,1,false_positive
Օr𝝰𝝕ℊ℮,Orange,1,0.8975154,0,false_negative
𝖦oo𝒹𝘆,Goody,1,0.8828013,0,false_negative
Yukon,Grape Nuts,0,0.9148475,1,false_positive
𝙶ⲟ𝑰ԁ𝘦ᴨ 𝛨ɑ𝓇𝗏𝖾ƽ𝓉,Golden Harvest,1,0.90338784,0,false_negative
Epson,No Name,0,0.91385955,1,false_positive
Gigabyte,Cheetos,0,0.92305195,1,false_positive
𝑪𝑎𝐛𝞼𝗼𝕕𝗅𝒆𝘴,Caboodles,1,0.9030343,0,false_negative
Oreck,Caboodles,0,0.91526335,1,false_positive
Bertolli Olive Oil,Bubble Yum,0,0.9331323,1,false_positive
Zales Jewelry,Morgan Stanley,0,0.92704475,1,false_positive
ℭo𝟉𝔱ι𝙣𝖊n𝘁al,Continental,1,0.9046541,0,false_negative
Clairol,CNN,0,0.93391407,1,false_positive
𝑺𝑝𝐫ℹn𝚝,Sprint,1,0.84596235,0,false_negative
𝘕е𝒔𝒸𝒂𝕗Ã©,NescafÃ©,1,0.9008127,0,false_negative
Nexxus,NescafÃ©,0,0.92439204,1,false_positive
ℂi𝘴ⲥⲟ,Cisco,1,0.8613805,0,false_negative
𝞐r𝚖𝔞nι,Armani,1,0.9090131,0,false_negative
𝐹rankli𝐧s,Franklins,1,0.8793768,0,false_negative
TrimSpa,UPM-Kymmene,0,0.913541,1,false_positive
𝕷іnc၀𝘐n,Lincoln,1,0.8008072,0,false_negative
𝘾⍳𝖙𝐢𝓰𝑟ℴʋρ,Citigroup,1,0.9077157,0,false_negative
𝔾𝛼ᶃfaһ,Gagfah,1,0.8870457,0,false_negative
𝓤nion Pacif𝕚c,Union Pacific,1,0.88329065,0,false_negative
TJ Maxx,Union Pacific,0,0.9345969,1,false_positive
Twizzlers,Rollerblade,0,0.9165941,1,false_positive
Frucor,Warner Brothers,0,0.9131754,1,false_positive
𝙱𝙖ߊ𝒆no,Baleno,1,0.88591063,0,false_negative
Percocet,French's,0,0.91218585,1,false_positive
Ⲙυ𝛑𝖈𝗁ⲕ𝐢𝛑,Munchkin,1,0.8784168,0,false_negative
𝓖𝗼၀ԁ𝜸＇𝐬,Goody's,1,0.88287365,0,false_negative
𝔏𝖺𝟉𝔠𝙞𝗮,Lancia,1,0.89376724,0,false_negative
Ⲥം𝒕𝐭𝜎𝝅ｅ𝖑𝙸𝔢,Cottonelle,1,0.8903242,0,false_negative
Mini Cooper,"Claire's Stores, Inc.",0,0.91270006,1,false_positive
𝐶𝛂𝒏𝗮ⅆ𝗶𝒶𝖓 Ⲛ𝛂𝑡ισ𝚗𝙖𝖨 𝓡𝚊ι𝚰𝗐𝛼𝞬,Canadian National Railway,1,0.88123685,0,false_negative
𝝢oᴦt٥𝜛 𝗔n𝜏𝘪Ѵirս𝙨,Norton AntiVirus,1,0.88590366,0,false_negative
Јꓻ 𝓛⍳𝑛𝖽𝚎b𝔢𝑟𝗀,J. Lindeberg,1,0.8950509,0,false_negative
Osim,Nintendo,0,0.9338098,1,false_positive
𝓛ం𝗸ａ𝗜,Lokal,1,0.8071486,0,false_negative
𝓑aϖd‒ꓮ𝝸d,Band-Aid,1,0.89530474,0,false_negative
Jared Galleria,Taco Bell,0,0.93162984,1,false_positive
The Oriental Bangkok,Rainbow Brite,0,0.91294795,1,false_positive
𝙻𝑎𝞏ⲥ℮𝗿,Lancer,1,0.8820871,0,false_negative
Del Monte,Don de Dieu,0,0.93154377,1,false_positive
𝕝ℬENOX,IBENOX,1,0.8937778,0,false_negative
𝓡𝑒𝖒𝘪n𝗴𝓉𝝄n,Remington,1,0.906546,0,false_negative
𝑆maг𝕥,Smart,1,0.89824116,0,false_negative
𝕆𝑟𝑖𝑜n,Orion,1,0.8702069,0,false_negative
James Hardie,X6,0,0.91556495,1,false_positive
𝟹𝓜,3M,1,0.9001611,0,false_negative
𝘾𝞪𝓈in𝞼,Casino,1,0.90521497,0,false_negative
Lufthansa Airlines,El Mercio SAP,0,0.9234473,1,false_positive
Cհ𝜄𝘯α ᑌ𝚗ɩ𝗰𝛐𝑚,China Unicom,1,0.90552825,0,false_negative
𝙁๐𝙘𝞄𝖘,Focus,1,0.88200533,0,false_negative
Indesit,Knorr,0,0.94158196,1,false_positive
𝐓ｈ𝜾𝝿𝟆𝝦𝑎d,ThinkPad,1,0.9062208,0,false_negative
𝘋o𝗜𝘣𝔶 𝐒ur𝘳ou𝔫𝒹,Dolby Surround,1,0.8954357,0,false_negative
𝗣𝖺ꓒd𝘭𝐞 ℙop,Paddle Pop,1,0.9037263,0,false_negative
Krombacher,Max Factor,0,0.91311264,1,false_positive
Little Debbie,Dabur,0,0.9201865,1,false_positive
𝘉ᴏbсa𝞃,Bobcat,1,0.9094351,0,false_negative
Ben & Jerry's,Schwarzkopf,0,0.9132151,1,false_positive
Clarinex,Brahma,0,0.9154263,1,false_positive
𝘈𝗏alａn𝕔he,Avalanche,1,0.89716935,0,false_negative
Hot Wheels,Matchbox,0,0.95312595,1,false_positive
